user_id,action
2420,UPDATE
9338,LOGIN
3716,CREATE
8831,LOGIN
2397,LOGOUT
7719,READ
8529,CREATE
4084,CREATE
7016,READ
2675,LOGOUT
7272,UPDATE
4433,READ
7,READ
261,READ
4470,CREATE
5074,READ
2863,LOGIN
2419,DELETE
7083,UPDATE
6392,CREATE
4544,LOGOUT
6606,CREATE
6405,READ
5900,LOGIN
3720,CREATE
5065,LOGOUT
7443,DELETE
8387,LOGIN
8725,LOGOUT
2995,LOGOUT
5963,LOGOUT
984,CREATE
9722,READ
9085,DELETE
1931,DELETE
9037,UPDATE
8458,DELETE
6516,LOGIN
5313,LOGIN
4398,LOGIN
9166,UPDATE
1417,LOGIN
991,LOGIN
4392,DELETE
3281,READ
4227,READ
7375,LOGIN
4396,LOGIN
7655,LOGIN
6153,LOGOUT
7637,LOGIN
2573,READ
8673,DELETE
6673,LOGIN
9110,UPDATE
227,DELETE
5065,UPDATE
2792,LOGOUT
9545,CREATE
1350,UPDATE
4000,LOGOUT
6729,UPDATE
453,READ
3944,DELETE
300,DELETE
5153,READ
9743,LOGOUT
9619,LOGOUT
769,DELETE
3678,CREATE
3161,UPDATE
9992,READ
4501,CREATE
9833,LOGOUT
8322,CREATE
3906,LOGIN
9986,LOGIN
420,UPDATE
9887,CREATE
6086,LOGIN
1691,LOGIN
1724,LOGOUT
8044,DELETE
8148,CREATE
6809,LOGIN
5256,DELETE
8896,UPDATE
8558,LOGOUT
9082,CREATE
8243,CREATE
5834,UPDATE
3362,UPDATE
8619,CREATE
6729,LOGOUT
6443,LOGIN
6672,UPDATE
481,CREATE
2463,DELETE
1121,DELETE
6053,UPDATE
4578,DELETE
5218,UPDATE
4578,UPDATE
958,READ
9495,CREATE
5547,LOGIN
5220,LOGOUT
3243,LOGOUT
4998,UPDATE
3284,UPDATE
6811,READ
8404,UPDATE
1532,CREATE
1045,LOGIN
1163,UPDATE
4926,READ
1570,DELETE
2279,LOGIN
2714,CREATE
9638,LOGIN
1788,READ
7257,UPDATE
3595,LOGOUT
3372,LOGIN
4316,DELETE
4544,READ
9921,CREATE
7505,CREATE
2810,DELETE
5805,LOGOUT
8721,LOGIN
8901,LOGOUT
1561,READ
232,DELETE
6682,LOGIN
7281,LOGIN
2714,READ
9416,UPDATE
9774,UPDATE
4298,DELETE
3262,DELETE
4526,DELETE
166,LOGIN
1666,CREATE
4752,CREATE
1844,LOGIN
5288,CREATE
7186,CREATE
5680,CREATE
3271,DELETE
1459,LOGOUT
1632,LOGIN
5232,DELETE
1227,CREATE
9643,READ
1333,LOGIN
9844,CREATE
6445,LOGOUT
1183,DELETE
272,LOGOUT
3099,UPDATE
4222,LOGIN
8004,READ
5297,READ
5521,LOGOUT
4452,UPDATE
1503,UPDATE
687,LOGIN
7498,DELETE
9884,LOGOUT
9992,READ
5535,LOGIN
9585,UPDATE
2278,UPDATE
6563,DELETE
8473,DELETE
1824,LOGOUT
5994,READ
3350,LOGOUT
7616,LOGOUT
3678,DELETE
4861,UPDATE
8195,DELETE
4598,READ
5035,CREATE
2140,LOGOUT
8538,DELETE
3920,UPDATE
6263,UPDATE
3466,LOGOUT
2673,CREATE
33,UPDATE
5407,UPDATE
2501,DELETE
9046,LOGIN
128,LOGOUT
2820,DELETE
2713,DELETE
8953,DELETE
7255,UPDATE
8031,LOGOUT
9042,LOGOUT
2675,READ
8582,UPDATE
3622,DELETE
2636,LOGOUT
6005,CREATE
7329,CREATE
7750,UPDATE
9453,UPDATE
6706,UPDATE
5856,LOGIN
4355,LOGIN
3091,LOGIN
4034,READ
1159,LOGIN
1921,UPDATE
6300,LOGOUT
5390,DELETE
1299,LOGIN
3449,LOGOUT
1995,LOGIN
7869,CREATE
3594,DELETE
8385,CREATE
4224,DELETE
836,CREATE
7153,LOGOUT
968,DELETE
8160,LOGOUT
8663,LOGOUT
5436,LOGIN
7607,LOGIN
9062,UPDATE
2570,UPDATE
5201,UPDATE
3411,UPDATE
2103,CREATE
3714,CREATE
8294,READ
5360,UPDATE
7913,LOGOUT
4736,UPDATE
6086,LOGOUT
4343,DELETE
9970,CREATE
6829,READ
632,CREATE
775,READ
8594,CREATE
7358,LOGOUT
1885,LOGOUT
2401,READ
2201,DELETE
6558,READ
3794,LOGIN
3306,LOGOUT
3730,LOGIN
8551,READ
5723,CREATE
4090,LOGOUT
4390,READ
8660,READ
3652,UPDATE
8895,DELETE
8426,LOGOUT
1672,LOGOUT
2848,READ
9013,CREATE
4936,LOGIN
1836,UPDATE
4228,LOGIN
3514,LOGOUT
1351,LOGOUT
7702,LOGIN
8152,READ
3922,LOGOUT
6128,CREATE
3819,UPDATE
9991,DELETE
2337,CREATE
5088,LOGIN
9584,DELETE
5399,LOGOUT
5820,CREATE
1527,UPDATE
394,LOGOUT
6237,UPDATE
4179,DELETE
7837,UPDATE
4272,DELETE
4128,CREATE
9731,DELETE
88,UPDATE
3401,READ
9542,DELETE
3890,DELETE
7913,UPDATE
2619,READ
2945,LOGOUT
518,LOGOUT
5531,LOGIN
8328,DELETE
2884,DELETE
6649,UPDATE
5091,READ
2276,LOGIN
6976,READ
5988,CREATE
7225,DELETE
4983,READ
889,CREATE
2945,LOGOUT
4233,LOGIN
6338,UPDATE
1693,UPDATE
2354,READ
2382,DELETE
8121,DELETE
7768,UPDATE
3681,READ
8341,DELETE
932,DELETE
9217,READ
7423,READ
7247,DELETE
2494,CREATE
5699,DELETE
8736,LOGOUT
6492,CREATE
3526,READ
8121,UPDATE
2814,UPDATE
1793,READ
6414,DELETE
8704,DELETE
8195,UPDATE
9839,UPDATE
2612,READ
2523,LOGIN
9795,LOGOUT
688,DELETE
8905,DELETE
8023,LOGOUT
9736,DELETE
4080,DELETE
5560,LOGIN
5392,UPDATE
3529,DELETE
2832,CREATE
2715,DELETE
9018,LOGOUT
3216,CREATE
1632,LOGOUT
5689,DELETE
1204,DELETE
1478,LOGOUT
4705,UPDATE
7222,LOGOUT
6567,LOGOUT
5408,UPDATE
9081,LOGIN
1163,READ
9078,UPDATE
8602,READ
321,UPDATE
330,UPDATE
5551,LOGOUT
7396,LOGOUT
2471,UPDATE
7749,DELETE
7468,CREATE
4516,DELETE
5070,DELETE
7632,READ
2400,LOGOUT
7425,UPDATE
4907,LOGIN
7082,DELETE
1544,UPDATE
5149,READ
27,READ
4977,LOGOUT
5032,LOGOUT
5551,UPDATE
5031,LOGOUT
8258,READ
6208,READ
413,LOGOUT
97,READ
3187,DELETE
1323,DELETE
7053,CREATE
8986,DELETE
7516,CREATE
3718,READ
7694,LOGOUT
7721,UPDATE
8254,CREATE
9654,UPDATE
9024,DELETE
2683,CREATE
6132,LOGOUT
7965,READ
2246,UPDATE
6398,CREATE
4014,LOGOUT
7294,LOGIN
2282,DELETE
3059,READ
9510,CREATE
9006,UPDATE
6571,LOGIN
2066,UPDATE
7033,READ
8416,READ
7262,LOGIN
588,LOGOUT
4353,CREATE
4723,LOGIN
768,DELETE
7689,READ
122,CREATE
7653,LOGIN
1472,READ
529,LOGIN
3654,LOGOUT
5547,DELETE
528,CREATE
4603,READ
2959,DELETE
372,DELETE
4560,CREATE
604,LOGIN
9661,DELETE
1379,CREATE
6735,READ
3029,DELETE
4697,READ
9660,READ
1995,CREATE
4362,LOGOUT
8163,READ
9950,LOGIN
3009,CREATE
1568,UPDATE
8781,LOGIN
1740,UPDATE
5507,DELETE
3551,LOGOUT
575,LOGIN
4490,DELETE
3733,DELETE
8464,UPDATE
5636,UPDATE
2805,UPDATE
9097,CREATE
7315,CREATE
4417,LOGOUT
9558,LOGIN
6348,LOGOUT
1473,LOGOUT
3783,UPDATE
5761,DELETE
1831,LOGOUT
7975,UPDATE
111,LOGOUT
1732,DELETE
4872,DELETE
500,DELETE
7075,UPDATE
5574,READ
1231,LOGIN
1165,READ
7510,CREATE
578,LOGIN
315,UPDATE
6257,LOGOUT
359,CREATE
5555,READ
3215,LOGIN
2513,CREATE
8948,READ
2798,LOGIN
7868,UPDATE
6815,READ
801,CREATE
1480,LOGOUT
581,LOGOUT
7197,DELETE
5356,READ
3472,LOGOUT
9411,UPDATE
7456,READ
7525,DELETE
7683,UPDATE
179,DELETE
1117,LOGOUT
1020,READ
414,UPDATE
7398,UPDATE
6147,LOGIN
7609,LOGOUT
3939,UPDATE
9904,LOGIN
4756,LOGIN
9559,DELETE
6139,LOGOUT
4069,LOGOUT
7935,LOGIN
828,DELETE
4241,READ
5508,UPDATE
8078,READ
4241,READ
2361,LOGIN
4917,DELETE
1672,UPDATE
1877,CREATE
6783,DELETE
1100,LOGOUT
1991,READ
8822,DELETE
232,LOGIN
1866,UPDATE
6602,DELETE
9477,LOGOUT
3243,DELETE
2619,DELETE
6752,CREATE
5619,LOGOUT
729,LOGOUT
8856,UPDATE
7459,CREATE
5083,DELETE
7842,DELETE
5692,LOGIN
8437,CREATE
2417,LOGOUT
2205,READ
5676,LOGOUT
2583,READ
8905,LOGIN
2166,UPDATE
8222,READ
5804,LOGIN
3523,CREATE
9994,LOGIN
1381,READ
3309,READ
6321,DELETE
9832,CREATE
8499,DELETE
7047,LOGOUT
8787,READ
3378,READ
2550,LOGIN
4805,DELETE
2793,CREATE
9345,LOGOUT
3177,CREATE
4828,READ
8356,UPDATE
2429,LOGOUT
4343,LOGOUT
9421,LOGOUT
2787,LOGIN
8243,LOGOUT
1188,UPDATE
2473,READ
2593,LOGOUT
499,CREATE
91,LOGIN
7331,READ
5353,LOGOUT
3438,READ
1499,LOGIN
2905,DELETE
851,UPDATE
7537,LOGIN
8362,CREATE
9897,LOGOUT
2144,LOGOUT
2079,UPDATE
1994,CREATE
1422,READ
9438,LOGIN
2908,LOGIN
8412,LOGIN
3509,READ
1847,DELETE
6532,READ
7776,LOGIN
3758,LOGOUT
8288,READ
4918,DELETE
3382,LOGOUT
9809,LOGOUT
4511,UPDATE
3283,LOGOUT
1697,DELETE
5515,LOGIN
849,LOGOUT
1828,DELETE
3332,LOGOUT
556,UPDATE
7730,DELETE
3869,LOGIN
3348,LOGOUT
6819,LOGOUT
972,LOGIN
618,LOGIN
9238,DELETE
6293,LOGIN
1635,LOGOUT
3427,LOGIN
8546,READ
5546,DELETE
9391,UPDATE
5397,READ
6052,CREATE
7819,CREATE
9438,LOGIN
951,CREATE
2893,UPDATE
3037,LOGOUT
1243,LOGOUT
3364,LOGOUT
5670,CREATE
758,DELETE
530,LOGIN
2253,LOGIN
6177,READ
7070,UPDATE
1521,CREATE
9449,UPDATE
3520,CREATE
7509,UPDATE
4894,LOGOUT
7401,READ
8909,DELETE
2129,DELETE
1807,READ
1552,DELETE
4085,DELETE
8552,CREATE
9442,LOGOUT
568,READ
6812,CREATE
7474,CREATE
9969,UPDATE
7175,LOGOUT
5793,CREATE
3166,UPDATE
4524,UPDATE
2930,UPDATE
973,LOGIN
6662,CREATE
9459,LOGOUT
2139,DELETE
912,READ
2159,CREATE
855,CREATE
5387,READ
1817,CREATE
9868,LOGIN
1972,DELETE
9027,LOGIN
1031,UPDATE
724,LOGOUT
2901,READ
9230,CREATE
7581,READ
4925,READ
510,LOGOUT
9733,READ
5566,CREATE
9159,CREATE
1111,LOGIN
7592,DELETE
692,DELETE
2705,DELETE
9756,DELETE
3413,DELETE
3701,UPDATE
8328,READ
8790,UPDATE
8739,CREATE
5270,LOGIN
2113,DELETE
4507,LOGIN
3189,UPDATE
3897,LOGOUT
7012,DELETE
590,DELETE
9905,READ
7400,READ
7194,CREATE
8804,LOGIN
9149,CREATE
3479,UPDATE
8785,LOGIN
8968,LOGIN
6170,CREATE
6040,DELETE
9028,CREATE
1084,CREATE
9792,READ
4762,UPDATE
307,DELETE
8529,DELETE
4719,LOGIN
7249,CREATE
6596,UPDATE
5043,LOGIN
7345,LOGIN
9685,UPDATE
1640,DELETE
9183,LOGOUT
83,DELETE
9265,DELETE
2185,DELETE
6471,UPDATE
839,LOGOUT
3655,UPDATE
5535,DELETE
9468,CREATE
2146,DELETE
5898,UPDATE
7320,READ
5982,LOGOUT
3015,LOGOUT
761,LOGOUT
792,LOGOUT
3477,CREATE
8889,READ
2419,LOGIN
4326,CREATE
4395,LOGOUT
2327,DELETE
8436,READ
239,DELETE
872,DELETE
554,CREATE
9277,DELETE
741,CREATE
6332,READ
912,UPDATE
4870,UPDATE
3854,UPDATE
6566,UPDATE
7625,UPDATE
5575,LOGIN
9337,LOGIN
873,READ
2612,LOGOUT
5146,DELETE
2702,LOGOUT
3657,CREATE
3466,READ
5794,LOGOUT
3137,LOGIN
7792,READ
4115,LOGIN
6084,CREATE
1524,UPDATE
3589,CREATE
6478,UPDATE
2306,LOGIN
8107,READ
6306,LOGIN
402,UPDATE
5014,LOGIN
4533,READ
1698,LOGOUT
4343,DELETE
44,CREATE
7597,READ
2643,READ
800,READ
4339,LOGIN
4403,LOGIN
4720,UPDATE
4122,LOGIN
1590,READ
7068,UPDATE
5943,DELETE
3826,CREATE
7991,READ
579,DELETE
3934,DELETE
500,READ
1403,UPDATE
9598,READ
5176,LOGOUT
4257,UPDATE
9425,READ
6322,DELETE
8820,CREATE
7235,LOGIN
2284,UPDATE
5968,LOGOUT
9116,UPDATE
6937,DELETE
6166,READ
9576,READ
9373,UPDATE
6210,DELETE
9101,UPDATE
966,UPDATE
1479,READ
3582,DELETE
9877,READ
3612,DELETE
5084,DELETE
5906,CREATE
5139,LOGOUT
3934,UPDATE
8256,LOGOUT
719,UPDATE
7031,LOGOUT
9105,UPDATE
4148,READ
8750,LOGIN
1366,LOGOUT
1615,LOGIN
4012,CREATE
6762,CREATE
6511,UPDATE
4809,READ
6996,CREATE
6407,LOGIN
3799,UPDATE
5699,LOGOUT
3946,LOGOUT
2940,UPDATE
6794,UPDATE
5415,CREATE
1604,READ
4850,DELETE
7557,LOGIN
7736,LOGOUT
7377,CREATE
7952,READ
1791,UPDATE
7073,CREATE
2194,LOGIN
7580,READ
8564,DELETE
8046,CREATE
7979,LOGOUT
8026,LOGOUT
2467,LOGOUT
4066,DELETE
2009,DELETE
5891,DELETE
2322,CREATE
9291,CREATE
8648,LOGIN
2492,DELETE
62,UPDATE
761,DELETE
504,DELETE
9981,UPDATE
9513,UPDATE
9562,CREATE
9294,LOGOUT
6063,READ
4563,UPDATE
2183,LOGOUT
7417,CREATE
5686,UPDATE
2380,UPDATE
2542,DELETE
1726,DELETE
2310,READ
9835,READ
4285,CREATE
9111,DELETE
1216,CREATE
2455,DELETE
2751,READ
8674,READ
4663,READ
2231,UPDATE
3808,LOGOUT
2561,CREATE
8535,LOGIN
7520,LOGOUT
166,READ
9817,LOGIN
6948,READ
7915,LOGOUT
9720,LOGOUT
9228,LOGIN
8162,CREATE
5534,LOGIN
7599,CREATE
3363,CREATE
3839,LOGIN
5310,CREATE
5074,DELETE
7990,LOGIN
4924,READ
5146,DELETE
5694,LOGIN
482,DELETE
5796,CREATE
2230,READ
2749,LOGOUT
4767,CREATE
479,CREATE
3899,LOGIN
8112,READ
4701,READ
859,LOGOUT
650,DELETE
1089,UPDATE
7491,LOGOUT
1834,UPDATE
3091,UPDATE
1227,CREATE
7783,UPDATE
529,LOGIN
5051,DELETE
4858,CREATE
1042,UPDATE
3739,DELETE
157,UPDATE
4992,UPDATE
2357,UPDATE
7942,READ
2973,CREATE
6916,CREATE
1729,LOGOUT
8807,UPDATE
4057,CREATE
5976,UPDATE
3988,UPDATE
886,LOGIN
1878,LOGIN
6836,DELETE
4982,CREATE
5227,UPDATE
2890,DELETE
3370,UPDATE
4911,READ
4920,LOGOUT
4209,DELETE
8218,DELETE
3033,DELETE
7716,LOGIN
4232,CREATE
2604,LOGOUT
3975,CREATE
3759,DELETE
182,LOGIN
3769,READ
681,LOGOUT
5309,LOGOUT
9810,LOGOUT
7174,DELETE
4021,LOGIN
9653,DELETE
5266,LOGOUT
3875,LOGOUT
8271,DELETE
492,UPDATE
8527,UPDATE
7153,LOGIN
7091,READ
7503,UPDATE
1161,LOGIN
6240,LOGIN
8730,CREATE
2715,READ
337,LOGOUT
4835,CREATE
3593,LOGOUT
3106,CREATE
7994,LOGIN
2439,CREATE
6426,LOGIN
4273,UPDATE
3011,CREATE
1436,CREATE
9876,UPDATE
7988,LOGIN
8625,LOGOUT
5844,LOGIN
9642,UPDATE
7437,UPDATE
5156,DELETE
4375,CREATE
4067,DELETE
4536,UPDATE
9835,CREATE
6135,LOGOUT
7197,LOGIN
6648,DELETE
7281,LOGOUT
8209,READ
7872,LOGOUT
2978,CREATE
9267,CREATE
5977,READ
3192,UPDATE
863,READ
8164,DELETE
3093,LOGIN
3844,UPDATE
2265,DELETE
19,CREATE
8856,LOGOUT
1523,UPDATE
3641,DELETE
8595,LOGOUT
314,UPDATE
8073,UPDATE
3133,LOGOUT
6525,LOGIN
5199,READ
6227,CREATE
1090,READ
4641,UPDATE
5306,DELETE
2784,DELETE
5251,CREATE
7583,UPDATE
9644,READ
3204,DELETE
3867,LOGIN
892,DELETE
5137,DELETE
5193,LOGIN
5340,LOGOUT
5143,LOGOUT
9628,LOGOUT
4992,LOGOUT
3045,UPDATE
1343,READ
8428,CREATE
5019,LOGIN
7976,LOGIN
2925,LOGOUT
5733,CREATE
5397,DELETE
5897,LOGOUT
40,LOGIN
4786,LOGOUT
612,LOGIN
3839,CREATE
3267,DELETE
2256,DELETE
7753,LOGIN
6556,UPDATE
7741,UPDATE
3675,DELETE
9044,DELETE
8020,LOGIN
4900,CREATE
8190,DELETE
1542,READ
5490,LOGIN
8687,CREATE
9111,LOGOUT
1526,LOGOUT
2110,CREATE
8338,READ
5506,LOGOUT
6732,READ
9866,LOGIN
3445,READ
9801,DELETE
5093,LOGIN
3591,LOGIN
3478,CREATE
6586,CREATE
9573,READ
506,DELETE
1405,DELETE
2605,UPDATE
7457,LOGIN
3753,CREATE
733,READ
8332,READ
9739,CREATE
1743,UPDATE
940,CREATE
8044,READ
3028,READ
6515,CREATE
3318,LOGIN
3087,UPDATE
6400,LOGOUT
2813,UPDATE
7454,LOGIN
3134,DELETE
3020,READ
5975,UPDATE
6242,CREATE
5927,DELETE
5457,CREATE
9282,CREATE
4135,UPDATE
6689,CREATE
3766,DELETE
97,UPDATE
8181,CREATE
7160,READ
6821,READ
9764,LOGOUT
3023,CREATE
532,LOGIN
1433,UPDATE
8868,LOGIN
6877,UPDATE
6910,LOGIN
3084,READ
777,READ
6277,DELETE
4080,READ
5860,UPDATE
3008,DELETE
7360,CREATE
8722,LOGIN
6582,CREATE
534,READ
3582,UPDATE
6714,UPDATE
9034,UPDATE
2250,LOGIN
4619,CREATE
4116,LOGIN
1088,LOGIN
2184,LOGOUT
7834,LOGOUT
9531,DELETE
4809,DELETE
1067,UPDATE
2908,UPDATE
8231,LOGOUT
616,READ
1030,DELETE
5336,UPDATE
593,READ
4282,READ
687,UPDATE
3181,READ
618,CREATE
6717,CREATE
9718,LOGOUT
6453,LOGOUT
2135,LOGOUT
5412,CREATE
5568,LOGOUT
9058,DELETE
629,DELETE
9708,LOGIN
9671,DELETE
9807,READ
163,LOGIN
6341,READ
699,LOGIN
2370,READ
4140,LOGOUT
3298,READ
5725,READ
1343,READ
8268,LOGOUT
6313,CREATE
1165,UPDATE
2333,LOGOUT
7781,READ
9233,READ
9870,LOGIN
600,LOGOUT
3187,DELETE
7205,CREATE
1094,READ
7849,CREATE
3243,READ
7520,UPDATE
8963,CREATE
7424,DELETE
8585,LOGIN
8569,LOGIN
1305,LOGOUT
8741,LOGIN
8111,READ
5419,LOGOUT
5287,UPDATE
561,CREATE
2809,UPDATE
9051,LOGIN
488,LOGOUT
8387,READ
596,LOGIN
1316,CREATE
5480,UPDATE
4931,LOGOUT
6133,CREATE
9116,LOGIN
3349,UPDATE
5865,LOGOUT
9738,LOGIN
1703,CREATE
9775,DELETE
265,LOGIN
9280,UPDATE
1274,LOGIN
7143,LOGOUT
7806,LOGOUT
585,LOGOUT
2640,LOGIN
1515,DELETE
9925,LOGOUT
1661,LOGIN
372,LOGIN
1083,LOGIN
5397,LOGIN
5009,READ
970,UPDATE
5739,LOGIN
5858,UPDATE
3269,LOGOUT
5355,LOGIN
9893,UPDATE
5785,DELETE
9305,DELETE
3192,LOGOUT
3460,CREATE
9181,DELETE
1768,LOGIN
1035,UPDATE
3557,UPDATE
9703,LOGOUT
2993,LOGOUT
7101,READ
9033,READ
578,LOGOUT
3633,READ
1055,READ
6603,LOGOUT
7202,LOGOUT
7269,DELETE
1626,CREATE
5012,LOGIN
8912,READ
2969,DELETE
3923,CREATE
7553,READ
7653,DELETE
8268,LOGOUT
5949,CREATE
1700,READ
5646,CREATE
9741,LOGIN
2684,UPDATE
2254,READ
6580,CREATE
6173,UPDATE
7833,LOGIN
489,UPDATE
8528,CREATE
7684,CREATE
6557,LOGOUT
267,LOGOUT
6994,LOGIN
7489,UPDATE
2468,LOGOUT
7299,READ
5966,CREATE
5405,UPDATE
663,LOGIN
6562,LOGIN
9304,CREATE
292,LOGIN
4138,CREATE
3001,DELETE
4609,READ
2946,LOGIN
3106,DELETE
8190,READ
3255,LOGOUT
5045,LOGIN
909,CREATE
8570,LOGIN
9204,DELETE
1738,LOGIN
7245,UPDATE
5180,CREATE
7329,UPDATE
8126,UPDATE
8093,DELETE
1494,LOGOUT
3304,UPDATE
4566,LOGIN
3289,DELETE
7621,UPDATE
4194,READ
4421,LOGIN
326,LOGOUT
2858,DELETE
525,DELETE
5690,LOGIN
7136,DELETE
1049,UPDATE
1393,LOGOUT
9920,LOGIN
9241,LOGIN
3970,CREATE
6801,LOGIN
1659,UPDATE
804,UPDATE
7926,UPDATE
2478,LOGIN
6568,LOGOUT
5956,LOGOUT
1646,LOGIN
170,READ
8478,DELETE
1798,LOGIN
4356,DELETE
6599,READ
922,CREATE
816,DELETE
539,UPDATE
4700,UPDATE
5815,READ
2736,LOGOUT
6885,DELETE
1189,LOGIN
3933,UPDATE
2729,UPDATE
5591,CREATE
818,CREATE
1597,READ
7112,READ
5529,LOGOUT
897,LOGOUT
4779,LOGIN
6747,DELETE
4272,UPDATE
2548,LOGOUT
1853,CREATE
1909,UPDATE
6885,LOGOUT
5976,CREATE
6482,CREATE
9191,LOGOUT
9437,LOGIN
3137,READ
164,READ
6743,DELETE
4725,DELETE
73,CREATE
219,LOGIN
4297,READ
9056,DELETE
1320,LOGIN
4066,CREATE
826,READ
4245,CREATE
2196,READ
569,LOGOUT
9957,CREATE
4769,LOGIN
7128,READ
9755,CREATE
4888,CREATE
8427,CREATE
9213,CREATE
9598,UPDATE
8149,LOGIN
7849,READ
2935,DELETE
616,LOGIN
7730,CREATE
959,READ
1556,DELETE
4861,CREATE
4417,READ
4162,READ
5731,DELETE
2367,DELETE
3742,LOGIN
8042,LOGIN
2455,DELETE
9937,LOGOUT
1118,CREATE
148,DELETE
8160,LOGOUT
4779,DELETE
66,CREATE
3612,DELETE
1305,CREATE
4367,CREATE
5342,LOGOUT
4577,READ
4316,LOGIN
2642,DELETE
6065,UPDATE
5378,CREATE
5186,READ
3391,READ
2999,READ
5437,LOGIN
7222,READ
2710,LOGOUT
3556,LOGIN
4273,CREATE
2782,DELETE
1205,DELETE
665,CREATE
3125,UPDATE
3479,READ
4002,LOGOUT
4372,LOGOUT
