app_id,amount
5491,498.07
5296,585.29
8399,835.72
6556,507.55
3838,224.79
765,772.92
2290,95.69
7539,422.0
9264,634.86
3823,369.64
4240,170.38
2802,108.26
6981,814.46
1483,216.93
577,713.51
1943,153.5
7721,992.3
2619,716.02
892,744.91
9653,464.54
960,218.96
1280,240.44
4974,19.57
3280,218.52
2054,266.27
8242,821.21
7615,341.95
466,147.81
7013,178.87
7920,665.78
1814,111.95
8131,577.14
1539,604.19
4873,196.23
3768,507.2
2463,351.32
9780,792.52
3075,534.0
3201,181.11
4697,642.63
5434,279.48
443,582.82
9595,128.18
2016,485.72
4351,146.52
2204,204.74
5803,524.54
7085,418.86
6312,273.82
1855,603.42
4943,419.95
9565,539.91
1652,930.24
93,676.17
3071,250.63
7165,822.82
6453,649.3
9772,553.16
9017,280.02
9001,837.35
8688,280.41
5250,453.29
967,82.93
5302,463.54
4683,384.06
1173,197.16
9966,78.36
1194,364.19
9830,245.92
509,384.6
1314,408.61
805,241.89
6219,544.7
9005,740.27
8969,956.92
6430,931.65
3416,369.08
6725,615.47
2905,549.72
1693,41.59
9661,677.31
2266,508.47
3761,298.02
5041,787.97
3931,516.78
528,739.47
6324,611.6
639,957.62
6025,608.86
5945,529.95
2176,726.99
4090,397.91
3522,328.74
8833,926.4
2127,986.17
6530,184.97
6800,670.62
5620,446.06
7697,760.26
1442,919.64
6235,848.2
8898,784.85
1927,93.03
4119,986.56
7369,324.6
9122,285.64
1618,164.41
901,864.52
308,782.97
8586,122.43
5675,460.83
7961,314.95
6280,836.96
3897,516.9
971,403.61
493,908.84
3778,206.35
6496,847.38
2949,231.27
9791,831.35
6363,408.38
2657,679.27
1582,545.74
1068,443.24
5535,207.37
7259,632.18
1511,845.94
491,504.93
8658,211.42
3118,446.44
375,502.18
4834,75.89
309,276.74
729,122.77
82,680.76
4924,824.31
7889,127.52
141,623.5
4989,386.35
7207,475.05
9115,131.21
1324,202.3
6626,469.77
1498,277.83
8949,573.07
7235,285.01
5456,459.69
1813,557.93
955,768.85
8824,141.41
1459,966.71
6099,600.7
2278,645.09
6574,539.14
3831,592.5
7121,900.27
5764,954.56
1188,271.15
9334,212.74
8448,108.1
8762,770.1
8437,537.62
9784,208.62
6835,418.97
4251,489.55
9216,264.53
1768,591.44
2641,693.8
6554,516.5
3606,272.16
3562,197.8
7250,487.11
1415,991.12
5013,577.96
3261,837.22
6374,543.37
6158,710.57
8291,814.41
5042,785.13
884,931.7
4803,516.23
4643,707.78
8304,476.01
922,900.27
4927,520.4
7072,381.41
1612,802.57
403,840.11
8120,426.61
8480,576.42
631,40.18
4093,723.79
3850,949.25
4339,301.42
8905,729.18
243,218.85
3460,197.5
3604,294.35
1799,791.55
3947,595.9
6854,155.91
5696,990.36
7814,621.2
8956,17.92
1292,419.18
4106,89.4
2163,979.59
4363,360.77
8171,438.59
1900,223.86
7403,662.25
1819,256.46
1846,912.16
2983,733.34
2153,189.42
4837,236.1
5852,384.96
3592,809.47
6756,361.6
834,841.77
8073,804.36
9163,963.27
2795,599.8
185,678.88
4421,276.29
8450,232.62
3107,260.83
433,441.82
302,361.27
2883,458.77
3235,333.25
1,374.44
4186,70.49
6531,220.96
2796,876.91
7754,477.96
2954,433.18
5385,738.43
2510,731.05
1369,415.41
8682,218.41
4026,788.34
2352,371.19
7640,840.81
8815,469.46
7175,884.99
4503,569.81
7442,702.96
556,246.67
9645,185.5
2772,121.25
4759,752.36
4822,51.06
4528,785.11
4001,694.33
3206,259.71
6994,656.65
7525,761.32
849,865.89
9727,676.2
9097,789.18
1303,975.87
6332,248.85
1908,504.23
7374,239.37
2332,669.99
1918,30.79
9538,966.47
4429,126.08
3189,729.82
3527,366.47
8915,341.44
4879,788.79
2226,479.25
2124,438.23
5258,534.57
6652,770.55
1486,871.66
5949,441.35
2675,99.93
2349,444.44
9749,37.2
9529,544.49
7793,646.92
8227,548.23
7112,442.4
6786,156.31
6487,567.45
6095,316.28
6347,337.39
3849,601.6
1646,192.89
4296,710.3
9139,179.36
5654,168.52
9730,488.88
1832,98.9
4008,897.77
4943,389.42
4529,256.06
2276,96.51
8424,233.61
3960,21.77
9713,836.74
9612,932.64
2547,902.27
8348,635.12
9872,346.91
2805,150.6
153,673.03
3071,64.99
6187,166.02
2106,237.42
5771,657.56
9115,310.18
5151,64.64
7619,291.51
6779,671.58
7849,382.32
929,767.4
8349,887.34
7047,558.75
6737,515.59
2610,45.63
8178,697.69
6386,104.96
4557,834.63
1744,99.9
3479,192.16
2669,12.12
7282,658.06
2946,42.06
3046,478.67
7637,289.34
4217,286.07
2321,614.49
2756,386.57
8260,916.23
2148,538.46
3691,803.9
6362,358.97
5074,215.65
447,716.1
4840,764.28
42,228.69
2053,361.91
7401,824.14
7358,112.46
2325,95.5
3801,195.58
5268,348.48
6554,736.94
6084,650.62
3175,25.27
191,15.5
4841,540.15
104,919.71
1178,848.54
2989,548.79
1859,263.22
5809,767.59
983,929.12
3349,449.84
6786,931.16
7351,842.35
7965,337.27
578,306.97
8474,161.78
79,362.53
4916,32.34
1001,134.86
2354,547.47
5891,654.01
9837,444.35
5574,717.94
7336,661.52
1290,266.1
804,990.83
3664,869.08
6147,938.97
2030,665.71
4250,16.89
9719,701.09
795,455.51
2734,325.86
7090,415.85
1489,942.29
6993,51.72
6044,715.95
5876,261.4
1161,518.04
2616,955.09
484,471.44
5368,295.32
5322,316.59
1137,505.1
7584,581.15
5631,334.13
3034,875.38
5860,620.46
1327,138.22
1455,27.82
8854,45.44
1060,873.47
3260,685.32
4968,918.59
4235,960.35
3279,656.13
7705,820.14
1231,535.69
8637,217.07
9600,610.78
6878,774.7
8672,86.35
6602,550.95
8967,885.91
6580,779.95
7183,548.63
2336,372.79
9193,543.1
7164,698.45
228,483.18
6703,294.51
1560,48.65
3241,868.61
9849,116.06
3267,938.81
9214,565.74
7303,196.14
138,614.38
2315,964.94
3902,368.85
3365,276.15
7076,550.91
6803,417.72
4591,826.79
5364,789.86
8932,913.63
3921,866.72
4779,745.98
8381,564.75
2174,773.43
8941,787.82
4692,161.32
3282,835.88
3001,898.02
9106,392.19
1431,422.38
814,200.79
8557,154.08
3287,556.43
7444,850.31
3229,822.47
1047,946.74
1481,764.45
5939,552.21
281,562.57
6973,868.3
2155,617.01
9326,697.71
8774,390.17
5094,777.64
8640,997.03
9240,655.78
715,826.33
6223,188.82
8675,390.58
6620,343.93
4598,369.52
3544,254.64
5721,225.46
768,454.42
3799,208.8
749,205.78
7144,512.43
2159,181.63
1221,687.38
9728,987.95
9632,152.3
7631,809.15
2764,258.64
7482,508.48
5486,529.31
5581,733.22
4742,790.28
747,940.21
9725,477.35
4277,114.37
2758,531.51
2126,514.32
5273,845.92
8990,385.91
6127,360.16
5483,416.23
1138,98.23
7872,758.12
5277,861.8
5613,150.91
1932,72.37
6912,997.41
5589,978.34
5709,152.32
9430,576.23
8311,308.95
1999,374.93
5828,282.16
8432,889.78
6632,225.5
2862,844.37
6359,505.2
2981,826.64
6127,265.54
6898,391.5
1348,18.2
5725,457.77
1672,54.44
2364,389.81
80,467.07
975,213.4
5114,345.47
1660,249.19
9820,796.28
2981,73.79
1091,113.86
2443,243.81
4836,346.21
972,469.6
1966,25.85
1770,568.3
2194,87.62
9607,14.4
4030,76.56
7599,111.24
9590,851.86
4456,327.13
3511,889.82
1640,73.92
9359,451.48
1190,500.2
802,119.65
9930,180.58
5489,499.89
4166,431.55
2808,321.42
6173,609.58
6540,28.92
1394,589.14
145,776.98
7026,293.11
666,821.03
5619,459.21
6992,340.9
5462,923.17
6923,920.69
6756,59.45
1799,143.44
136,796.75
264,642.75
194,301.35
4034,121.55
9800,183.9
383,109.45
2771,256.86
6930,792.62
1986,438.08
9770,443.24
5980,819.83
953,713.9
9404,404.35
7233,138.74
3037,743.24
5497,455.6
3701,779.3
1902,302.04
9100,68.75
7052,980.32
6993,348.51
9261,882.69
7191,249.53
336,722.43
1622,447.46
344,744.0
1120,21.25
880,262.16
5964,835.19
4355,88.31
2770,259.66
1637,975.76
5876,488.15
3967,758.14
256,267.84
6947,577.61
3711,45.97
9693,357.93
4911,538.17
2816,418.17
1763,736.7
7666,83.52
6254,958.32
8760,15.96
2295,81.07
6004,37.67
9227,726.19
7512,259.17
1650,585.72
9667,97.79
4166,338.52
9526,174.96
2997,490.83
2701,541.42
9581,349.78
8060,502.82
5256,304.33
6557,288.61
8428,946.4
1568,478.47
4900,165.85
5444,254.45
3647,180.35
6490,882.73
4446,233.6
4961,548.65
6893,826.12
2819,758.6
1484,321.42
9086,913.5
5682,855.69
9277,131.97
5106,206.91
8339,370.47
8787,139.78
408,235.32
9168,185.45
6633,294.89
2621,868.04
9654,662.59
7262,216.61
7339,979.9
8826,498.61
3396,794.28
5480,82.61
255,962.08
5926,595.01
2944,802.96
9795,876.73
6436,336.97
9064,450.82
2646,881.28
4383,959.78
4532,17.31
3468,915.69
8868,744.94
9410,38.9
8071,929.75
3072,306.0
2669,266.0
1259,844.31
5699,292.08
2194,991.52
946,313.85
6481,421.43
1329,944.55
1986,961.18
6516,869.67
2780,675.59
723,297.13
2006,115.76
9649,832.31
4487,877.3
8767,39.05
7119,340.4
1164,298.12
8252,219.94
8529,251.86
3876,943.76
4823,276.14
2867,250.15
3751,960.52
7651,221.8
2868,215.72
1253,539.01
8390,266.13
4915,466.35
3577,863.36
3071,688.71
7299,633.11
8263,112.96
4325,472.23
9075,662.53
657,898.5
8953,80.13
6748,579.16
7188,949.79
4978,55.5
5855,341.0
8379,904.54
6245,523.14
5297,668.95
4856,911.5
9955,31.23
9103,858.24
8753,369.35
1970,91.06
3130,123.43
7296,711.89
4621,639.51
1117,519.43
1905,913.83
742,578.78
4150,200.97
5030,398.69
6353,528.84
5233,220.28
4965,796.17
1957,651.16
3891,848.91
5717,787.46
9228,422.13
8056,856.73
3364,107.41
8836,255.7
7825,654.83
5082,672.09
7893,29.25
3877,580.0
8960,175.56
7863,118.17
8221,505.71
7492,94.72
6997,545.25
6277,608.94
8651,491.34
663,304.69
4607,745.85
2032,30.75
2234,304.54
9118,517.91
7967,538.08
9575,502.36
745,94.56
2055,128.17
1219,887.77
7710,479.78
4404,198.35
2482,448.57
7090,222.12
277,890.82
8439,516.85
441,762.54
7328,313.81
2258,787.58
4166,994.98
7623,464.18
5691,643.16
5893,739.26
8364,316.89
1377,55.39
4498,766.73
7265,105.55
5625,514.43
7719,918.17
1909,447.54
5570,351.71
3762,333.36
1970,311.31
3068,742.15
5682,29.38
7224,924.59
5794,893.28
9752,713.36
7836,684.87
3858,723.14
2691,337.17
8113,625.66
8262,340.33
4574,349.27
6571,431.53
5875,98.3
8754,124.72
758,609.6
4994,958.91
5414,33.64
6988,622.27
6823,401.96
3668,709.05
5249,680.9
5095,825.6
2974,598.45
5266,837.58
8918,841.28
4526,93.08
2431,547.93
2150,648.68
6751,782.3
1911,755.42
2770,605.32
2637,129.0
9405,862.02
9683,539.48
8879,891.67
8730,846.61
1848,875.72
1566,848.92
9607,216.0
8400,548.12
7623,94.03
5232,494.14
8074,427.1
6192,603.38
5863,712.98
5904,918.93
2935,874.85
5024,664.99
6638,758.32
4899,743.43
7791,394.68
9594,576.4
9592,202.07
6166,438.01
9229,802.2
1073,556.53
5552,599.96
7691,668.81
5468,652.84
6632,883.76
7047,828.24
9893,594.8
5060,830.12
806,460.74
4702,102.64
8871,109.36
613,803.55
2913,573.21
8632,93.17
1419,241.83
4986,491.59
4758,297.47
8610,698.88
6814,775.17
4844,224.91
7371,344.36
3804,813.23
7900,184.83
3949,207.81
4871,745.17
1915,593.89
8376,826.31
1681,206.31
4909,178.56
7324,619.01
4577,92.56
3364,163.96
5262,252.37
908,834.11
9448,113.01
5322,58.87
9886,807.45
3256,486.6
8540,634.79
6956,11.18
7687,740.34
3049,225.37
9585,681.54
4675,882.64
1481,926.53
8728,77.15
1040,189.96
7264,336.1
3982,582.7
586,675.32
3907,238.76
3393,985.09
5282,20.91
6686,641.68
3737,174.61
7860,242.33
1032,848.34
6420,793.76
7735,689.78
1930,992.35
1134,507.94
2682,315.48
5538,213.06
2942,289.97
8643,520.33
965,955.25
149,447.39
4729,619.36
4467,982.7
7482,245.06
1853,47.74
6761,269.87
7924,521.75
321,646.47
1483,365.39
1735,819.9
9741,58.85
8068,331.94
5038,581.93
6903,202.59
4328,827.19
5935,920.22
6555,267.18
6661,986.46
1529,848.04
9058,792.49
2399,558.87
9488,587.01
3513,348.22
7918,185.94
7733,86.34
5831,943.55
366,830.57
2770,410.52
8066,183.96
8162,167.5
1596,900.47
6478,767.18
1459,895.97
1503,923.57
1858,748.71
9359,500.19
1768,683.56
7315,997.06
8445,315.25
6678,630.25
2290,877.15
8117,271.85
7492,872.4
3413,58.27
8601,587.69
6672,660.82
2582,338.14
8257,492.49
5072,558.48
6115,872.49
4132,583.3
7961,894.21
9574,961.37
1539,402.28
3206,725.98
6626,27.32
410,487.56
5720,214.61
2935,513.94
8116,779.78
1516,94.89
9773,577.37
3703,339.27
594,650.27
9315,475.32
3580,838.07
9629,760.55
2944,656.04
121,624.53
3937,958.25
6860,91.89
1381,383.59
2063,969.1
3701,86.94
1924,714.51
3736,818.45
2525,569.76
6615,952.49
5537,843.55
9841,863.95
2058,502.75
1774,568.62
954,997.53
7686,664.5
5549,36.51
4286,633.36
6268,704.34
9067,556.33
6842,290.4
8723,487.05
7997,708.87
7608,168.22
9453,768.21
7403,786.45
9408,944.16
1589,368.72
3061,525.9
6171,616.6
3847,246.43
4026,584.46
7176,23.92
5115,474.88
6918,99.48
1686,732.25
5570,798.54
7741,222.76
1308,423.71
16,933.53
8159,236.18
9458,64.7
6577,280.24
472,751.67
5437,218.37
4817,818.75
9650,300.32
9847,731.47
6234,136.09
7462,941.94
6381,134.79
9600,392.31
5844,75.73
4506,131.73
6287,978.74
7309,499.62
3579,448.39
7246,121.49
8588,483.42
5295,856.06
8259,666.75
1179,775.98
7956,503.0
6508,739.48
9424,853.48
884,78.34
1494,334.2
633,460.93
2663,806.24
1624,804.58
5789,807.69
6252,501.22
7611,870.08
477,404.46
875,589.94
8153,337.58
7143,284.37
6247,686.91
3126,454.41
1905,651.51
8175,213.91
278,395.58
4122,719.89
307,825.02
4833,580.52
6475,979.46
1145,543.32
3591,50.81
6582,826.04
3450,314.18
4206,743.76
1872,471.31
8495,369.89
3663,997.16
6452,86.7
169,399.22
5834,434.74
395,254.56
4185,921.76
8476,865.11
1316,266.73
5641,602.78
7477,287.2
9057,750.09
4491,697.39
2827,156.03
3297,239.99
1006,110.8
9876,123.04
2031,307.27
7229,66.06
8463,349.9
8684,561.57
608,161.71
608,267.13
9300,370.6
9220,431.66
1741,617.88
2298,294.49
748,819.82
8883,881.23
1706,369.79
1887,314.35
4973,594.25
9243,193.45
1143,300.65
5261,916.03
4563,167.43
3173,144.32
6959,939.86
2732,809.52
9623,98.58
8787,906.3
9818,521.86
185,943.18
8961,456.1
8255,833.29
6240,791.84
9230,175.81
3437,347.8
9670,959.05
3554,792.49
7435,657.56
8027,326.67
8787,932.02
7842,673.47
9260,674.82
5491,259.04
1314,783.6
5092,792.06
2126,823.65
4356,307.31
1085,622.78
178,399.64
5258,652.26
4355,816.37
7894,907.37
2425,384.17
3388,642.71
4333,366.97
2675,794.92
3260,870.94
9566,254.84
9374,115.69
598,532.95
3232,972.53
2567,203.07
4767,79.22
5437,34.96
6885,948.28
6761,955.59
3999,246.03
5535,514.87
5145,907.5
5778,839.12
8237,331.23
8805,802.11
2295,368.67
4456,391.75
101,339.6
6768,501.61
3873,385.09
8862,707.73
7087,213.31
7193,100.88
9348,436.15
7388,415.17
5950,505.03
2023,744.26
4951,334.62
7895,658.31
3415,397.91
3626,730.1
6583,419.57
358,269.27
9833,989.17
8699,398.16
5883,360.49
8663,38.54
1575,36.96
6226,912.89
6893,566.81
5745,516.3
7950,633.81
5921,35.29
5858,314.01
2892,383.1
1189,859.48
5260,839.36
2182,112.47
5002,759.12
2228,328.4
7980,948.63
2098,201.41
2084,125.04
7436,449.22
8064,670.4
5510,198.54
5815,133.77
3265,100.76
4527,194.54
4892,71.43
8206,182.19
3873,953.67
1987,879.33
7621,391.54
824,738.59
2170,998.09
676,776.55
1723,346.19
9042,445.24
5258,206.58
5048,818.28
6587,789.0
2744,462.54
5800,513.51
9187,41.92
7323,202.15
7215,224.75
2829,953.38
284,589.6
864,874.19
6582,607.52
2837,953.48
5147,794.22
6593,107.06
9350,63.69
1108,749.44
1105,460.0
6189,636.17
3610,410.78
1531,223.07
9736,748.75
7797,593.9
4186,774.41
3600,969.63
6998,524.21
8540,908.69
3496,587.71
4165,214.01
4344,457.28
9159,275.19
5800,494.26
9837,435.68
8708,498.82
4413,357.29
5701,878.36
887,526.08
8862,191.21
8757,667.62
9240,665.2
4968,359.18
3895,877.17
2950,217.73
9308,977.43
1153,996.69
5762,40.2
9123,997.8
5928,250.06
5863,71.82
2928,305.1
2601,709.03
6791,406.41
5910,314.63
4117,823.62
1764,749.13
2554,456.63
8900,252.01
6330,796.59
762,552.9
1895,803.68
4410,161.17
5671,424.02
9029,432.29
114,597.46
9886,52.56
7520,190.4
898,153.04
2290,754.88
8609,965.51
6972,208.6
367,948.44
9314,23.86
8693,329.66
7495,796.94
6984,938.09
2540,722.32
4143,956.42
9970,437.55
9710,91.42
6816,492.34
8301,390.06
8529,856.8
2049,256.23
5316,976.83
6045,721.58
5059,953.94
82,548.09
4782,115.11
3044,587.49
990,555.88
7647,110.74
2229,223.63
6019,525.49
5052,665.58
6148,786.17
9072,798.67
3045,172.97
9827,226.32
6859,510.99
1099,809.99
7107,927.06
9784,187.7
351,410.72
3356,328.36
6912,376.43
8748,852.73
1879,977.96
3226,115.77
7505,163.4
4479,501.72
8053,693.51
4097,511.85
7768,227.14
5783,908.46
6161,311.76
2964,681.88
8091,436.87
6847,47.48
3458,326.61
3296,850.35
5101,842.38
9435,76.06
4600,492.03
4802,537.96
7863,945.56
7168,771.73
9210,227.24
7907,710.39
4981,62.05
7516,502.86
4867,70.65
8305,566.39
5375,125.11
5211,153.69
9125,397.22
9402,678.76
5556,236.97
9509,522.43
4600,600.01
3924,400.32
8968,456.58
2768,575.7
3342,377.85
4571,226.45
7173,772.2
4343,799.83
6911,930.69
3132,843.59
3446,861.56
2391,989.69
8667,753.4
9810,408.36
8696,367.68
9421,348.8
3903,25.64
1598,387.7
8569,206.45
7702,184.82
308,960.88
4390,995.29
8127,876.55
5962,480.8
490,187.12
7591,387.28
1160,115.12
3418,410.59
5669,423.68
3602,152.58
3821,945.96
1940,763.93
296,506.48
5611,113.97
3259,279.47
6598,996.69
2717,40.64
7671,635.7
9802,244.02
9673,481.81
249,577.98
6028,915.41
4715,923.95
9315,375.67
3387,476.65
3208,372.16
786,161.87
7054,36.37
6929,370.3
9951,258.3
5334,269.49
4320,152.38
4497,200.31
3376,912.69
4583,636.05
2405,748.2
182,333.55
6351,469.57
349,308.82
6123,182.81
9515,341.97
5747,191.23
7317,190.06
5698,178.96
1366,776.04
2874,763.25
5483,134.55
283,96.52
7046,401.31
4809,463.69
